Artikel;article_description;Bruttobetrag;Nettobetrag;Verkaufte_Stücke;Gewicht_verkauft;Durchschnittlicher_Preis;umsatz_tot;origin;year;date;ort
A10000;Catering;1;1;1;NA;1;0.13;01.09.csv;2016;01.09.2016;vista
A10001;Favorite;462;462;58;NA;7.97;58.77;01.09.csv;2016;01.09.2016;vista
A10002;Green;132;132;17;NA;7.76;16.79;01.09.csv;2016;01.09.2016;vista
A10006;Menu Salat;9;9;6;NA;1.5;1.14;01.09.csv;2016;01.09.2016;vista
A10040;Garden;175.3;175.3;23;7.563;23.18;22.3;01.09.csv;2016;01.09.2016;vista
A10063;Frucht 1.00;2;2;2;NA;1;0.25;01.09.csv;2016;01.09.2016;vista
A10126;Apfel im Schlafrock;4.8;4.8;2;NA;2.4;0.61;01.09.csv;2016;01.09.2016;vista
A10001;Favorite;482;482;58;NA;8.31;56.06;02.09.csv;2016;02.09.2016;vista
A10002;Green;176;176;22;NA;8;20.47;02.09.csv;2016;02.09.2016;vista
A10006;Menu Salat;3;3;2;NA;1.5;0.35;02.09.csv;2016;02.09.2016;vista
A10007;Senf Mayo Ketschup;0.5;0.5;1;NA;0.5;0.06;02.09.csv;2016;02.09.2016;vista
A10040;Garden;191.1;191.1;26;8.207;23.29;22.23;02.09.csv;2016;02.09.2016;vista
A10102;Mandelgipfel ;4.8;4.8;2;NA;2.4;0.56;02.09.csv;2016;02.09.2016;vista
A10128;Aprikosenjalousie;2.4;2.4;1;NA;2.4;0.28;02.09.csv;2016;02.09.2016;vista
A10000;Catering;6.1;6.1;1;NA;6.1;1.01;05.09.csv;2016;05.09.2016;vista
A10001;Favorite;265;265;33;NA;8.03;43.88;05.09.csv;2016;05.09.2016;vista
A10002;Green;156;156;20;NA;7.8;25.83;05.09.csv;2016;05.09.2016;vista
A10006;Menu Salat;13.5;13.5;9;NA;1.5;2.24;05.09.csv;2016;05.09.2016;vista
A10007;Senf Mayo Ketschup;0.5;0.5;1;NA;0.5;0.08;05.09.csv;2016;05.09.2016;vista
A10040;Garden;148.3;148.3;20;6.348;23.36;24.56;05.09.csv;2016;05.09.2016;vista
A10100;Gipfel;1.3;1.3;1;NA;1.3;0.22;05.09.csv;2016;05.09.2016;vista
A10102;Mandelgipfel ;4.8;4.8;2;NA;2.4;0.79;05.09.csv;2016;05.09.2016;vista
A10111;Schoggi Fair;4.4;4.4;2;NA;2.2;0.73;05.09.csv;2016;05.09.2016;vista
A10126;Apfel im Schlafrock;2.4;2.4;1;NA;2.4;0.4;05.09.csv;2016;05.09.2016;vista
A10147;Pariser Gipfel;1.6;1.6;1;NA;1.6;0.26;05.09.csv;2016;05.09.2016;vista
A10000;Catering;19.8;19.8;4;NA;4.95;3.21;06.09.csv;2016;06.09.2016;vista
A10001;Favorite;265;265;34;NA;7.79;42.9;06.09.csv;2016;06.09.2016;vista
A10002;Green;179;179;23;NA;7.78;28.98;06.09.csv;2016;06.09.2016;vista
A10006;Menu Salat;15;15;10;NA;1.5;2.43;06.09.csv;2016;06.09.2016;vista
A10040;Garden;122.3;122.3;16;5.262;23.24;19.8;06.09.csv;2016;06.09.2016;vista
A10072;Schichtjoghurt;3;3;1;NA;3;0.49;06.09.csv;2016;06.09.2016;vista
A10102;Mandelgipfel ;4.8;4.8;2;NA;2.4;0.78;06.09.csv;2016;06.09.2016;vista
A10126;Apfel im Schlafrock;2.4;2.4;1;NA;2.4;0.39;06.09.csv;2016;06.09.2016;vista
A10200;Birchermüesli Classic;6.4;6.4;2;NA;3.2;1.04;06.09.csv;2016;06.09.2016;vista
A10001;Favorite;224;224;29;NA;7.72;39.17;07.09.csv;2016;07.09.2016;vista
A10002;Green;70;70;9;NA;7.78;12.24;07.09.csv;2016;07.09.2016;vista
A10006;Menu Salat;6;6;4;NA;1.5;1.05;07.09.csv;2016;07.09.2016;vista
A10014;Kitchen 4;129;129;10;NA;12.9;22.56;07.09.csv;2016;07.09.2016;vista
A10040;Garden;134.9;134.9;19;5.81;23.22;23.59;07.09.csv;2016;07.09.2016;vista
A10102;Mandelgipfel ;2.4;2.4;1;NA;2.4;0.42;07.09.csv;2016;07.09.2016;vista
A10136;Muffin;5.5;5.5;2;NA;2.75;0.96;07.09.csv;2016;07.09.2016;vista
A10000;Catering;13.7;13.7;3;NA;4.57;1.75;08.09.csv;2016;08.09.2016;vista
A10001;Favorite;399;399;50;NA;7.98;50.85;08.09.csv;2016;08.09.2016;vista
A10002;Green;158;158;21;NA;7.52;20.14;08.09.csv;2016;08.09.2016;vista
A10006;Menu Salat;1.5;1.5;1;NA;1.5;0.19;08.09.csv;2016;08.09.2016;vista
A10040;Garden;203;203;27;8.754;23.19;25.87;08.09.csv;2016;08.09.2016;vista
A10102;Mandelgipfel ;2.4;2.4;1;NA;2.4;0.31;08.09.csv;2016;08.09.2016;vista
A10111;Schoggi Fair;2.2;2.2;1;NA;2.2;0.28;08.09.csv;2016;08.09.2016;vista
A10126;Apfel im Schlafrock;4.8;4.8;2;NA;2.4;0.61;08.09.csv;2016;08.09.2016;vista
A10000;Catering;3.2;3.2;1;NA;3.2;0.57;09.09.csv;2016;09.09.2016;vista
A10001;Favorite;313;313;40;NA;7.83;55.97;09.09.csv;2016;09.09.2016;vista
A10002;Green;119;119;15;NA;7.93;21.28;09.09.csv;2016;09.09.2016;vista
A10006;Menu Salat;8.5;8.5;5;NA;1.7;1.52;09.09.csv;2016;09.09.2016;vista
A10040;Garden;105.4;105.4;17;4.588;22.97;18.85;09.09.csv;2016;09.09.2016;vista
A10063;Frucht 1.00;1;1;1;NA;1;0.18;09.09.csv;2016;09.09.2016;vista
A10111;Schoggi Fair;2.4;2.4;1;NA;2.4;0.43;09.09.csv;2016;09.09.2016;vista
A10112;Maisbrötli;1.7;1.7;1;NA;1.7;0.3;09.09.csv;2016;09.09.2016;vista
A10451;Sandwich Bauette;5;5;1;NA;5;0.89;09.09.csv;2016;09.09.2016;vista
A10000;Catering;24.7;24.7;8;NA;3.09;1.57;12.09.csv;2016;12.09.2016;vista
A10001;Favorite;710;710;94;NA;7.55;45.2;12.09.csv;2016;12.09.2016;vista
A10002;Green;549;549;76;NA;7.22;34.95;12.09.csv;2016;12.09.2016;vista
A10006;Menu Salat;15;15;10;NA;1.5;0.95;12.09.csv;2016;12.09.2016;vista
A10007;Senf Mayo Ketschup;1;1;2;NA;0.5;0.06;12.09.csv;2016;12.09.2016;vista
A10040;Garden;225.5;225.5;32;9.712;23.22;14.36;12.09.csv;2016;12.09.2016;vista
A10063;Frucht 1.00;1;1;1;NA;1;0.06;12.09.csv;2016;12.09.2016;vista
A10101;Ragusa-Gipfel ;2.4;2.4;1;NA;2.4;0.15;12.09.csv;2016;12.09.2016;vista
A10108;Laugenbrezel mit Butter;4.4;4.4;2;NA;2.2;0.28;12.09.csv;2016;12.09.2016;vista
A10112;Maisbrötli;1.7;1.7;1;NA;1.7;0.11;12.09.csv;2016;12.09.2016;vista
A10116;Semmel ;1.4;1.4;1;NA;1.4;0.09;12.09.csv;2016;12.09.2016;vista
A10126;Apfel im Schlafrock;2.4;2.4;1;NA;2.4;0.15;12.09.csv;2016;12.09.2016;vista
A10147;Pariser Gipfel;3.2;3.2;2;NA;1.6;0.2;12.09.csv;2016;12.09.2016;vista
A10200;Birchermüesli Classic;9.6;9.6;3;NA;3.2;0.61;12.09.csv;2016;12.09.2016;vista
A10409;Sandwich Appenzell;5.5;5.5;1;NA;5.5;0.35;12.09.csv;2016;12.09.2016;vista
A10411;Sandwich Power Ham;4;4;1;NA;4;0.25;12.09.csv;2016;12.09.2016;vista
A10451;Sandwich Bauette;10;10;2;NA;5;0.64;12.09.csv;2016;12.09.2016;vista
A10000;Catering;24.2;24.2;3;NA;8.07;1.72;13.09.csv;2016;13.09.2016;vista
A10001;Favorite;850;850;115;NA;7.39;60.28;13.09.csv;2016;13.09.2016;vista
A10002;Green;281;281;37;NA;7.59;19.93;13.09.csv;2016;13.09.2016;vista
A10006;Menu Salat;19.5;19.5;13;NA;1.5;1.38;13.09.csv;2016;13.09.2016;vista
A10040;Garden;202.9;202.9;29;8.804;23.05;14.39;13.09.csv;2016;13.09.2016;vista
A10063;Frucht 1.00;2;2;2;NA;1;0.14;13.09.csv;2016;13.09.2016;vista
A10072;Schichtjoghurt;3;3;1;NA;3;0.21;13.09.csv;2016;13.09.2016;vista
A10101;Ragusa-Gipfel ;7.2;7.2;3;NA;2.4;0.51;13.09.csv;2016;13.09.2016;vista
A10108;Laugenbrezel mit Butter;2.4;2.4;1;NA;2.4;0.17;13.09.csv;2016;13.09.2016;vista
A10126;Apfel im Schlafrock;2.4;2.4;1;NA;2.4;0.17;13.09.csv;2016;13.09.2016;vista
A10147;Pariser Gipfel;1.6;1.6;1;NA;1.6;0.11;13.09.csv;2016;13.09.2016;vista
A10413;Sandwich Start Your Day;9;9;2;NA;4.5;0.64;13.09.csv;2016;13.09.2016;vista
A10451;Sandwich Bauette;5;5;1;NA;5;0.35;13.09.csv;2016;13.09.2016;vista
A10000;Catering;10.4;10.4;2;NA;5.2;1.18;14.09.csv;2016;14.09.2016;vista
A10001;Favorite;502;502;65;NA;7.72;57.18;14.09.csv;2016;14.09.2016;vista
A10002;Green;216;216;29;NA;7.45;24.6;14.09.csv;2016;14.09.2016;vista
A10006;Menu Salat;24;24;16;NA;1.5;2.73;14.09.csv;2016;14.09.2016;vista
A10040;Garden;119.6;119.6;19;5.14;23.27;13.62;14.09.csv;2016;14.09.2016;vista
A10072;Schichtjoghurt;3;3;1;NA;3;0.34;14.09.csv;2016;14.09.2016;vista
A10164;Hausgemachter Kuchen;3;3;1;NA;3;0.34;14.09.csv;2016;14.09.2016;vista
A10000;Catering;17.7;17.7;4;NA;4.43;1.15;15.09.csv;2016;15.09.2016;vista
A10001;Favorite;912;912;124;NA;7.35;59.06;15.09.csv;2016;15.09.2016;vista
A10002;Green;254;254;34;NA;7.47;16.45;15.09.csv;2016;15.09.2016;vista
A10006;Menu Salat;16.5;16.5;11;NA;1.5;1.07;15.09.csv;2016;15.09.2016;vista
A10040;Garden;317.5;317.5;42;13.714;23.15;20.56;15.09.csv;2016;15.09.2016;vista
A10063;Frucht 1.00;2;2;2;NA;1;0.13;15.09.csv;2016;15.09.2016;vista
A10072;Schichtjoghurt;3;3;1;NA;3;0.19;15.09.csv;2016;15.09.2016;vista
A10073;Saisonfrüchte geschnitten;7;7;2;NA;3.5;0.45;15.09.csv;2016;15.09.2016;vista
A10080;Tagesdessert 2.50;1.8;1.8;1;NA;1.8;0.12;15.09.csv;2016;15.09.2016;vista
A10102;Mandelgipfel ;2.4;2.4;1;NA;2.4;0.16;15.09.csv;2016;15.09.2016;vista
A10103;Vanille-Gipfel;2.4;2.4;1;NA;2.4;0.16;15.09.csv;2016;15.09.2016;vista
A10127;Aprikosenplunder;2.4;2.4;1;NA;2.4;0.16;15.09.csv;2016;15.09.2016;vista
A10136;Muffin;5.5;5.5;2;NA;2.75;0.36;15.09.csv;2016;15.09.2016;vista
A10000;Catering;7.5;7.5;1;NA;7.5;1.37;16.09.csv;2016;16.09.2016;vista
A10001;Favorite;369;369;46;NA;8.02;67.26;16.09.csv;2016;16.09.2016;vista
A10002;Green;69;69;8;NA;8.63;12.58;16.09.csv;2016;16.09.2016;vista
A10006;Menu Salat;10.5;10.5;7;NA;1.5;1.91;16.09.csv;2016;16.09.2016;vista
A10007;Senf Mayo Ketschup;0.5;0.5;1;NA;0.5;0.09;16.09.csv;2016;16.09.2016;vista
A10040;Garden;85.7;85.7;15;3.712;23.09;15.62;16.09.csv;2016;16.09.2016;vista
A10200;Birchermüesli Classic;6.4;6.4;2;NA;3.2;1.17;16.09.csv;2016;16.09.2016;vista
A10000;Catering;27.2;27.2;4;NA;6.8;1.17;19.09.csv;2016;19.09.2016;vista
A10001;Favorite;1447;1447;200;NA;7.24;62.11;19.09.csv;2016;19.09.2016;vista
A10002;Green;511;511;70;NA;7.3;21.93;19.09.csv;2016;19.09.2016;vista
A10006;Menu Salat;13.5;13.5;9;NA;1.5;0.58;19.09.csv;2016;19.09.2016;vista
A10040;Garden;237.8;237.8;35;10.24;23.22;10.21;19.09.csv;2016;19.09.2016;vista
A10063;Frucht 1.00;7;7;7;NA;1;0.3;19.09.csv;2016;19.09.2016;vista
A10072;Schichtjoghurt;18;18;6;NA;3;0.77;19.09.csv;2016;19.09.2016;vista
A10101;Ragusa-Gipfel ;7.2;7.2;3;NA;2.4;0.31;19.09.csv;2016;19.09.2016;vista
A10103;Vanille-Gipfel;2.4;2.4;1;NA;2.4;0.1;19.09.csv;2016;19.09.2016;vista
A10105;Schinkengipfel ;3.5;3.5;1;NA;3.5;0.15;19.09.csv;2016;19.09.2016;vista
A10114;Fitnessbrötli ;2.2;2.2;1;NA;2.2;0.09;19.09.csv;2016;19.09.2016;vista
A10119;Studentenschnitte ;2.4;2.4;1;NA;2.4;0.1;19.09.csv;2016;19.09.2016;vista
A10130;Vanillekreuz;2.4;2.4;1;NA;2.4;0.1;19.09.csv;2016;19.09.2016;vista
A10135;Wähe;4.5;4.5;1;NA;4.5;0.19;19.09.csv;2016;19.09.2016;vista
A10136;Muffin;7.5;7.5;3;NA;2.5;0.32;19.09.csv;2016;19.09.2016;vista
A10147;Pariser Gipfel;1.6;1.6;1;NA;1.6;0.07;19.09.csv;2016;19.09.2016;vista
A10161;Muffin gross;6;6;2;NA;3;0.26;19.09.csv;2016;19.09.2016;vista
A10200;Birchermüesli Classic;19.2;19.2;6;NA;3.2;0.82;19.09.csv;2016;19.09.2016;vista
A10410;Sandwich Milano;4;4;1;NA;4;0.17;19.09.csv;2016;19.09.2016;vista
A10430;Bagel Sandwich Fisherman's Catch;5.5;5.5;1;NA;5.5;0.24;19.09.csv;2016;19.09.2016;vista
A10000;Catering;20.5;20.5;2;NA;10.25;1.2;20.09.csv;2016;20.09.2016;vista
A10001;Favorite;1205;1205;163;NA;7.39;70.55;20.09.csv;2016;20.09.2016;vista
A10002;Green;265;265;36;NA;7.36;15.52;20.09.csv;2016;20.09.2016;vista
A10006;Menu Salat;3;3;2;NA;1.5;0.18;20.09.csv;2016;20.09.2016;vista
A10007;Senf Mayo Ketschup;1;1;2;NA;0.5;0.06;20.09.csv;2016;20.09.2016;vista
A10040;Garden;144.4;144.4;20;6.266;23.05;8.45;20.09.csv;2016;20.09.2016;vista
A10063;Frucht 1.00;3;3;3;NA;1;0.18;20.09.csv;2016;20.09.2016;vista
A10072;Schichtjoghurt;3;3;1;NA;3;0.18;20.09.csv;2016;20.09.2016;vista
A10103;Vanille-Gipfel;2.4;2.4;1;NA;2.4;0.14;20.09.csv;2016;20.09.2016;vista
A10105;Schinkengipfel ;7;7;2;NA;3.5;0.41;20.09.csv;2016;20.09.2016;vista
A10108;Laugenbrezel mit Butter;6.6;6.6;3;NA;2.2;0.39;20.09.csv;2016;20.09.2016;vista
A10114;Fitnessbrötli ;4.4;4.4;2;NA;2.2;0.26;20.09.csv;2016;20.09.2016;vista
A10119;Studentenschnitte ;4.8;4.8;2;NA;2.4;0.28;20.09.csv;2016;20.09.2016;vista
A10121;Mandelschnecke ;2.4;2.4;1;NA;2.4;0.14;20.09.csv;2016;20.09.2016;vista
A10125;Nussstange;2.4;2.4;1;NA;2.4;0.14;20.09.csv;2016;20.09.2016;vista
A10200;Birchermüesli Classic;9.6;9.6;3;NA;3.2;0.56;20.09.csv;2016;20.09.2016;vista
A10409;Sandwich Appenzell;5.5;5.5;1;NA;5.5;0.32;20.09.csv;2016;20.09.2016;vista
A10410;Sandwich Milano;4;4;1;NA;4;0.23;20.09.csv;2016;20.09.2016;vista
A10415;Sandwich Turkey;5.5;5.5;1;NA;5.5;0.32;20.09.csv;2016;20.09.2016;vista
A10430;Bagel Sandwich Fisherman's Catch;5.5;5.5;1;NA;5.5;0.32;20.09.csv;2016;20.09.2016;vista
L19100;Patisserie offen;3;3;1;NA;3;0.18;20.09.csv;2016;20.09.2016;vista
A10000;Catering;16.3;16.3;5;NA;3.26;0.85;21.09.csv;2016;21.09.2016;vista
A10001;Favorite;665;665;90;NA;7.39;34.86;21.09.csv;2016;21.09.2016;vista
A10002;Green;375;375;52;NA;7.21;19.66;21.09.csv;2016;21.09.2016;vista
A10006;Menu Salat;20.5;20.5;13;NA;1.58;1.07;21.09.csv;2016;21.09.2016;vista
A10007;Senf Mayo Ketschup;1.5;1.5;3;NA;0.5;0.08;21.09.csv;2016;21.09.2016;vista
A10014;Kitchen 4;624;624;50;NA;12.48;32.71;21.09.csv;2016;21.09.2016;vista
A10040;Garden;189.9;189.9;29;8.222;23.1;9.95;21.09.csv;2016;21.09.2016;vista
A10072;Schichtjoghurt;3;3;1;NA;3;0.16;21.09.csv;2016;21.09.2016;vista
A10101;Ragusa-Gipfel ;2.4;2.4;1;NA;2.4;0.13;21.09.csv;2016;21.09.2016;vista
A10119;Studentenschnitte ;2.4;2.4;1;NA;2.4;0.13;21.09.csv;2016;21.09.2016;vista
A10163;Bürli;1.4;1.4;1;NA;1.4;0.07;21.09.csv;2016;21.09.2016;vista
A10200;Birchermüesli Classic;6.4;6.4;2;NA;3.2;0.34;21.09.csv;2016;21.09.2016;vista
A10000;Catering;11.5;11.5;2;NA;5.75;0.67;22.09.csv;2016;22.09.2016;vista
A10001;Favorite;1034;1034;143;NA;7.23;59.86;22.09.csv;2016;22.09.2016;vista
A10002;Green;287;287;39;NA;7.36;16.62;22.09.csv;2016;22.09.2016;vista
A10006;Menu Salat;34.5;34.5;23;NA;1.5;2;22.09.csv;2016;22.09.2016;vista
A10007;Senf Mayo Ketschup;2.5;2.5;5;NA;0.5;0.14;22.09.csv;2016;22.09.2016;vista
A10040;Garden;288.7;288.7;43;12.556;22.99;16.71;22.09.csv;2016;22.09.2016;vista
A10063;Frucht 1.00;1;1;1;NA;1;0.06;22.09.csv;2016;22.09.2016;vista
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.2;22.09.csv;2016;22.09.2016;vista
A10102;Mandelgipfel ;2.4;2.4;1;NA;2.4;0.14;22.09.csv;2016;22.09.2016;vista
A10105;Schinkengipfel ;3.5;3.5;1;NA;3.5;0.2;22.09.csv;2016;22.09.2016;vista
A10108;Laugenbrezel mit Butter;4.4;4.4;2;NA;2.2;0.25;22.09.csv;2016;22.09.2016;vista
A10111;Schoggi Fair;2.2;2.2;1;NA;2.2;0.13;22.09.csv;2016;22.09.2016;vista
A10118;Brownie ;2.4;2.4;1;NA;2.4;0.14;22.09.csv;2016;22.09.2016;vista
A10125;Nussstange;2.4;2.4;1;NA;2.4;0.14;22.09.csv;2016;22.09.2016;vista
A10130;Vanillekreuz;2.4;2.4;1;NA;2.4;0.14;22.09.csv;2016;22.09.2016;vista
A10135;Wähe;13.5;13.5;3;NA;4.5;0.78;22.09.csv;2016;22.09.2016;vista
A10136;Muffin;10;10;4;NA;2.5;0.58;22.09.csv;2016;22.09.2016;vista
A10147;Pariser Gipfel;1.6;1.6;1;NA;1.6;0.09;22.09.csv;2016;22.09.2016;vista
A10164;Hausgemachter Kuchen;2.5;2.5;1;NA;2.5;0.14;22.09.csv;2016;22.09.2016;vista
A10200;Birchermüesli Classic;12.8;12.8;4;NA;3.2;0.74;22.09.csv;2016;22.09.2016;vista
A10411;Sandwich Power Ham;4.5;4.5;1;NA;4.5;0.26;22.09.csv;2016;22.09.2016;vista
A10000;Catering;9;9;5;NA;1.8;0.76;23.09.csv;2016;23.09.2016;vista
A10001;Favorite;602;602;83;NA;7.25;51;23.09.csv;2016;23.09.2016;vista
A10002;Green;161;161;22;NA;7.32;13.64;23.09.csv;2016;23.09.2016;vista
A10006;Menu Salat;4.5;4.5;3;NA;1.5;0.38;23.09.csv;2016;23.09.2016;vista
A10020;Local 0;219;219;29;NA;7.55;18.55;23.09.csv;2016;23.09.2016;vista
A10040;Garden;142;142;20;6.166;23.03;12.03;23.09.csv;2016;23.09.2016;vista
A10063;Frucht 1.00;1;1;1;NA;1;0.08;23.09.csv;2016;23.09.2016;vista
A10072;Schichtjoghurt;3;3;1;NA;3;0.25;23.09.csv;2016;23.09.2016;vista
A10108;Laugenbrezel mit Butter;6.6;6.6;3;NA;2.2;0.56;23.09.csv;2016;23.09.2016;vista
A10135;Wähe;4.5;4.5;1;NA;4.5;0.38;23.09.csv;2016;23.09.2016;vista
A10161;Muffin gross;15;15;5;NA;3;1.27;23.09.csv;2016;23.09.2016;vista
A10200;Birchermüesli Classic;12.8;12.8;4;NA;3.2;1.08;23.09.csv;2016;23.09.2016;vista
A10000;Catering;15.7;15.7;4;NA;3.93;0.74;26.09.csv;2016;26.09.2016;vista
A10001;Favorite;1240;1240;171;NA;7.25;58.39;26.09.csv;2016;26.09.2016;vista
A10002;Green;466;466;64;NA;7.28;21.94;26.09.csv;2016;26.09.2016;vista
A10006;Menu Salat;28.5;28.5;19;NA;1.5;1.34;26.09.csv;2016;26.09.2016;vista
A10007;Senf Mayo Ketschup;1;1;2;NA;0.5;0.05;26.09.csv;2016;26.09.2016;vista
A10040;Garden;304.3;304.3;45;13.124;23.19;14.33;26.09.csv;2016;26.09.2016;vista
A10063;Frucht 1.00;3;3;3;NA;1;0.14;26.09.csv;2016;26.09.2016;vista
A10064;Frucht 1.20;1.2;1.2;1;NA;1.2;0.06;26.09.csv;2016;26.09.2016;vista
A100700;Yogi;1.6;1.6;1;NA;1.6;0.08;26.09.csv;2016;26.09.2016;vista
A10072;Schichtjoghurt;3;3;1;NA;3;0.14;26.09.csv;2016;26.09.2016;vista
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.16;26.09.csv;2016;26.09.2016;vista
A10101;Ragusa-Gipfel ;12;12;5;NA;2.4;0.57;26.09.csv;2016;26.09.2016;vista
A10103;Vanille-Gipfel;2.4;2.4;1;NA;2.4;0.11;26.09.csv;2016;26.09.2016;vista
A10108;Laugenbrezel mit Butter;6.8;6.8;3;NA;2.27;0.32;26.09.csv;2016;26.09.2016;vista
A10111;Schoggi Fair;4.4;4.4;2;NA;2.2;0.21;26.09.csv;2016;26.09.2016;vista
A10115;Kaisersemmel ;1.4;1.4;1;NA;1.4;0.07;26.09.csv;2016;26.09.2016;vista
A10116;Semmel ;1.4;1.4;1;NA;1.4;0.07;26.09.csv;2016;26.09.2016;vista
A10130;Vanillekreuz;2.4;2.4;1;NA;2.4;0.11;26.09.csv;2016;26.09.2016;vista
A10200;Birchermüesli Classic;9.6;9.6;3;NA;3.2;0.45;26.09.csv;2016;26.09.2016;vista
A10409;Sandwich Appenzell;5.5;5.5;1;NA;5.5;0.26;26.09.csv;2016;26.09.2016;vista
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.21;26.09.csv;2016;26.09.2016;vista
A10433;Bagel Sandwich Vegi Luxus;5.5;5.5;1;NA;5.5;0.26;26.09.csv;2016;26.09.2016;vista
A10000;Catering;17.5;17.5;5;NA;3.5;1.04;27.09.csv;2016;27.09.2016;vista
A10001;Favorite;628;628;84;NA;7.48;37.31;27.09.csv;2016;27.09.2016;vista
A10002;Green;712;712;97;NA;7.34;42.3;27.09.csv;2016;27.09.2016;vista
A10006;Menu Salat;27;27;18;NA;1.5;1.6;27.09.csv;2016;27.09.2016;vista
A10040;Garden;261.5;261.5;40;11.364;23.01;15.53;27.09.csv;2016;27.09.2016;vista
A10063;Frucht 1.00;1;1;1;NA;1;0.06;27.09.csv;2016;27.09.2016;vista
A10101;Ragusa-Gipfel ;12;12;5;NA;2.4;0.71;27.09.csv;2016;27.09.2016;vista
A10102;Mandelgipfel ;2.4;2.4;1;NA;2.4;0.14;27.09.csv;2016;27.09.2016;vista
A10108;Laugenbrezel mit Butter;4.4;4.4;2;NA;2.2;0.26;27.09.csv;2016;27.09.2016;vista
A10111;Schoggi Fair;2.2;2.2;1;NA;2.2;0.13;27.09.csv;2016;27.09.2016;vista
A10117;Nuss-Semmel ;1.7;1.7;1;NA;1.7;0.1;27.09.csv;2016;27.09.2016;vista
A10200;Birchermüesli Classic;9.6;9.6;3;NA;3.2;0.57;27.09.csv;2016;27.09.2016;vista
A10417;Sandwich Softie;4;4;1;NA;4;0.24;27.09.csv;2016;27.09.2016;vista
A10000;Catering;33.8;33.8;7;NA;4.83;1.53;28.09.csv;2016;28.09.2016;vista
A10001;Favorite;611;611;82;NA;7.45;27.75;28.09.csv;2016;28.09.2016;vista
A10002;Green;387;387;52;NA;7.44;17.57;28.09.csv;2016;28.09.2016;vista
A10006;Menu Salat;22.5;22.5;15;NA;1.5;1.02;28.09.csv;2016;28.09.2016;vista
A10007;Senf Mayo Ketschup;2;2;4;NA;0.5;0.09;28.09.csv;2016;28.09.2016;vista
A10014;Kitchen 4;809;809;65;NA;12.45;36.74;28.09.csv;2016;28.09.2016;vista
A10020;Local 0;180;180;24;NA;7.5;8.17;28.09.csv;2016;28.09.2016;vista
A10040;Garden;111.9;111.9;17;4.868;22.99;5.08;28.09.csv;2016;28.09.2016;vista
A10072;Schichtjoghurt;3;3;1;NA;3;0.14;28.09.csv;2016;28.09.2016;vista
A10073;Saisonfrüchte geschnitten;7;7;2;NA;3.5;0.32;28.09.csv;2016;28.09.2016;vista
A10101;Ragusa-Gipfel ;7.2;7.2;3;NA;2.4;0.33;28.09.csv;2016;28.09.2016;vista
A10103;Vanille-Gipfel;2.4;2.4;1;NA;2.4;0.11;28.09.csv;2016;28.09.2016;vista
A10108;Laugenbrezel mit Butter;8.8;8.8;4;NA;2.2;0.4;28.09.csv;2016;28.09.2016;vista
A10111;Schoggi Fair;4.4;4.4;2;NA;2.2;0.2;28.09.csv;2016;28.09.2016;vista
A10118;Brownie ;2.4;2.4;1;NA;2.4;0.11;28.09.csv;2016;28.09.2016;vista
A10200;Birchermüesli Classic;9.6;9.6;3;NA;3.2;0.44;28.09.csv;2016;28.09.2016;vista
A10000;Catering;23;23;6;NA;3.83;1.12;29.09.csv;2016;29.09.2016;vista
A10001;Favorite;815;815;111;NA;7.34;39.54;29.09.csv;2016;29.09.2016;vista
A10002;Green;620;620;83;NA;7.47;30.08;29.09.csv;2016;29.09.2016;vista
A10006;Menu Salat;25.5;25.5;17;NA;1.5;1.24;29.09.csv;2016;29.09.2016;vista
A10007;Senf Mayo Ketschup;0.5;0.5;1;NA;0.5;0.02;29.09.csv;2016;29.09.2016;vista
A10020;Local 0;262;262;34;NA;7.71;12.71;29.09.csv;2016;29.09.2016;vista
A10040;Garden;255.8;255.8;38;11.13;22.98;12.41;29.09.csv;2016;29.09.2016;vista
A100700;Yogi;1.6;1.6;1;NA;1.6;0.08;29.09.csv;2016;29.09.2016;vista
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.17;29.09.csv;2016;29.09.2016;vista
A10080;Tagesdessert 2.50;1.8;1.8;1;NA;1.8;0.09;29.09.csv;2016;29.09.2016;vista
A10102;Mandelgipfel ;2.4;2.4;1;NA;2.4;0.12;29.09.csv;2016;29.09.2016;vista
A10108;Laugenbrezel mit Butter;4.4;4.4;2;NA;2.2;0.21;29.09.csv;2016;29.09.2016;vista
A10111;Schoggi Fair;4.4;4.4;2;NA;2.2;0.21;29.09.csv;2016;29.09.2016;vista
A10136;Muffin;2.5;2.5;1;NA;2.5;0.12;29.09.csv;2016;29.09.2016;vista
A10161;Muffin gross;9;9;3;NA;3;0.44;29.09.csv;2016;29.09.2016;vista
A10200;Birchermüesli Classic;12.8;12.8;4;NA;3.2;0.62;29.09.csv;2016;29.09.2016;vista
A10410;Sandwich Milano;8;8;2;NA;4;0.39;29.09.csv;2016;29.09.2016;vista
A10413;Sandwich Start Your Day;9;9;2;NA;4.5;0.44;29.09.csv;2016;29.09.2016;vista
A10000;Catering;15;15;4;NA;3.75;1.21;30.09.csv;2016;30.09.2016;vista
