ID;Kalenderwoche;Artikel;;;;;Bruttobetrag;Nettobetrag;;;Verkaufte StÅcke;Gewicht verkauft;;Durchschnittlicher Preis;;;;Rabattierter Betrag;Durchschnittlicher Rabatt;Referenzbetrag;;;;Ref %;;Tot %Umsatz;Jahr
399;42;A10116;Semmel ;;;;1.40;1.40;;;1;;;1.40;;;;0.00;0.00;1.40;;;;100.00;;0.02;2015
400;42;A10119;Studentenschnitte ;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.03;2015
401;42;A10121;Mandelschnecke ;;;;9.60;9.60;;;4;;;2.40;;;;0.00;0.00;9.60;;;;100.00;;0.11;2015
402;42;A10122;Nussbrille;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.05;2015
403;42;A10123;Russenzîpfli;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.05;2015
404;42;A10124;Kirschenstange;;;;5.30;5.30;;;2;;;2.65;;;;0.00;0.00;5.30;;;;100.00;;0.06;2015
405;42;A10126;Apfel im Schlafrock;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.03;2015
406;42;A10129;Aprikosen-Bîgli;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.03;2015
407;42;A10130;Vanillekreuz;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.03;2015
408;42;A10131;Vanille/Apfelstange;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.03;2015
409;42;A10135;WÑhe;;;;11.70;11.70;;;3;;;3.90;;;;0.00;0.00;11.70;;;;100.00;;0.13;2015
410;42;A10136;Muffin;;;;5.00;5.00;;;2;;;2.50;;;;0.00;0.00;5.00;;;;100.00;;0.05;2015
411;42;A10144;TrockengebÑck 100g verpackt;;;;4.40;4.40;;;2;;;2.20;;;;0.00;0.00;4.40;;;;100.00;;0.05;2015
412;42;A10148;Fruchttîrtli;;;;12.00;12.00;;;5;;;2.40;;;;0.00;0.00;12.00;;;;100.00;;0.13;2015
413;42;A10200;BirchermÅesli Classic;;;;26.10;26.10;;;8;;;3.26;;;;0.00;0.00;26.10;;;;100.00;;0.29;2015
414;42;A10201;BirchermÅesli Saisonal;;;;4.90;4.90;;;1;;;4.90;;;;0.00;0.00;4.90;;;;100.00;;0.05;2015
415;42;A10410;Sandwich Milano;;;;44.50;44.50;;;11;;;4.05;;;;0.00;0.00;44.50;;;;100.00;;0.49;2015
416;42;A10413;Sandwich Start Your Day;;;;31.50;31.50;;;7;;;4.50;;;;0.00;0.00;31.50;;;;100.00;;0.35;2015
417;42;A10415;Sandwich Turkey;;;;77.50;77.50;;;14;;;5.54;;;;0.00;0.00;77.50;;;;100.00;;0.85;2015
418;42;A10416;Sandwich Ticinese;;;;30.00;30.00;;;5;;;6.00;;;;0.00;0.00;30.00;;;;100.00;;0.33;2015
419;42;A10425;Sandwich Italien;;;;12.00;12.00;;;2;;;6.00;;;;0.00;0.00;12.00;;;;100.00;;0.13;2015
420;42;A10426;Bagel Sandwich Ham & Cheese;;;;16.50;16.50;;;3;;;5.50;;;;0.00;0.00;16.50;;;;100.00;;0.18;2015
421;42;A10430;Bagel Sandwich Fisherman's Catch;;;;38.50;38.50;;;7;;;5.50;;;;0.00;0.00;38.50;;;;100.00;;0.42;2015
422;42;A10435;FB Sandwich Emmental;;;;11.00;11.00;;;2;;;5.50;;;;0.00;0.00;11.00;;;;100.00;;0.12;2015
423;42;A10438;FB Sandwich Ham & Co;;;;5.50;5.50;;;1;;;5.50;;;;0.00;0.00;5.50;;;;100.00;;0.06;2015
424;42;A10450;Sandwich Laugenkaiser;;;;16.00;16.00;;;4;;;4.00;;;;0.00;0.00;16.00;;;;100.00;;0.18;2015
425;42;A10451;Sandwich Bauette;;;;15.00;15.00;;;3;;;5.00;;;;0.00;0.00;15.00;;;;100.00;;0.16;2015
426;43;A10000;KÅche;;;;146.80;146.80;;;20;;;7.34;;;;0.00;0.00;146.80;;;;100.00;;1.75;2015
427;43;A10001;Favorite;;;;2'969.00;2'969.00;;;390;;;7.61;;;;0.00;0.00;2'969.00;;;;100.00;;35.37;2015
428;43;A10002;Green;;;;1'934.00;1'934.00;;;254;;;7.61;;;;0.00;0.00;1'934.00;;;;100.00;;23.04;2015
429;43;A100039;Portion Pommes;;;;5.50;5.50;;;1;;;5.50;;;;0.00;0.00;5.50;;;;100.00;;0.07;2015
430;43;A10004;Brot StÅck;;;;1.20;1.20;;;4;;;0.30;;;;0.00;0.00;1.20;;;;100.00;;0.01;2015
431;43;A10005;Menu Suppe;;;;22.50;22.50;;;15;;;1.50;;;;0.00;0.00;22.50;;;;100.00;;0.27;2015
432;43;A10006;Menu Salat;;;;268.00;268.00;;;176;;;1.52;;;;0.00;0.00;268.00;;;;100.00;;3.19;2015
433;43;A10007;Senf Mayo Ketschup;;;;8.00;8.00;;;16;;;0.50;;;;0.00;0.00;8.00;;;;100.00;;0.10;2015
434;43;A10011;Kitchen 1;;;;59.00;59.00;;;6;;;9.83;;;;0.00;0.00;59.00;;;;100.00;;0.70;2015
435;43;A10012;Kitchen 2;;;;539.00;539.00;;;50;;;10.78;;;;0.00;0.00;539.00;;;;100.00;;6.42;2015
436;43;A10013;Kitchen 3;;;;189.00;189.00;;;16;;;11.81;;;;0.00;0.00;189.00;;;;100.00;;2.25;2015
437;43;A10020;Local 0;;;;1'557.00;1'557.00;;;204;;;7.63;;;;0.00;0.00;1'557.00;;;;100.00;;18.55;2015
438;43;A10030;Market;;;;125.00;125.00;;;16;5.40;;23.13;;;;0.00;0.00;125.00;;;;100.00;;1.49;2015
439;43;A10040;Garden;;;;255.10;255.10;;;33;11.02;;23.15;;;;0.00;0.00;255.10;;;;100.00;;3.04;2015
440;43;A10063;Frucht 1.00;;;;7.00;7.00;;;7;;;1.00;;;;0.00;0.00;7.00;;;;100.00;;0.08;2015
441;43;A100700;Yogi;;;;3.20;3.20;;;2;;;1.60;;;;0.00;0.00;3.20;;;;100.00;;0.04;2015
442;43;A10072;Schichtjoghurt;;;;6.00;6.00;;;2;;;3.00;;;;0.00;0.00;6.00;;;;100.00;;0.07;2015
443;43;A10073;SaisonfrÅchte geschnitten;;;;10.50;10.50;;;3;;;3.50;;;;0.00;0.00;10.50;;;;100.00;;0.13;2015
444;43;A10074;Milchreis;;;;2.30;2.30;;;1;;;2.30;;;;0.00;0.00;2.30;;;;100.00;;0.03;2015
445;43;A10100;Gipfel;;;;2.60;2.60;;;2;;;1.30;;;;0.00;0.00;2.60;;;;100.00;;0.03;2015
446;43;A10101;Ragusa-Gipfel ;;;;7.20;7.20;;;3;;;2.40;;;;0.00;0.00;7.20;;;;100.00;;0.09;2015
447;43;A10104;Schoggi-Gipfel ;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.06;2015
448;43;A10108;Laugenbrezel mit Butter;;;;4.40;4.40;;;2;;;2.20;;;;0.00;0.00;4.40;;;;100.00;;0.05;2015
449;43;A10110;Sonnenblumenbrîtli;;;;1.70;1.70;;;1;;;1.70;;;;0.00;0.00;1.70;;;;100.00;;0.02;2015
450;43;A10112;Maisbrîtli;;;;1.70;1.70;;;1;;;1.70;;;;0.00;0.00;1.70;;;;100.00;;0.02;2015
451;43;A10114;Fitnessbrîtli ;;;;3.40;3.40;;;2;;;1.70;;;;0.00;0.00;3.40;;;;100.00;;0.04;2015
452;43;A10121;Mandelschnecke ;;;;13.00;13.00;;;5;;;2.60;;;;0.00;0.00;13.00;;;;100.00;;0.15;2015
453;43;A10124;Kirschenstange;;;;7.70;7.70;;;3;;;2.57;;;;0.00;0.00;7.70;;;;100.00;;0.09;2015
454;43;A10126;Apfel im Schlafrock;;;;5.30;5.30;;;2;;;2.65;;;;0.00;0.00;5.30;;;;100.00;;0.06;2015
455;43;A10128;Aprikosenjalousie;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.03;2015
456;43;A10129;Aprikosen-Bîgli;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.03;2015
457;43;A10135;WÑhe;;;;7.80;7.80;;;2;;;3.90;;;;0.00;0.00;7.80;;;;100.00;;0.09;2015
458;43;A10136;Muffin;;;;2.50;2.50;;;1;;;2.50;;;;0.00;0.00;2.50;;;;100.00;;0.03;2015
459;43;A10148;Fruchttîrtli;;;;9.60;9.60;;;4;;;2.40;;;;0.00;0.00;9.60;;;;100.00;;0.11;2015
460;43;A10162;Bienenstich;;;;2.90;2.90;;;1;;;2.90;;;;0.00;0.00;2.90;;;;100.00;;0.03;2015
461;43;A10163;BÅrli;;;;1.60;1.60;;;1;;;1.60;;;;0.00;0.00;1.60;;;;100.00;;0.02;2015
462;43;A10200;BirchermÅesli Classic;;;;9.60;9.60;;;3;;;3.20;;;;0.00;0.00;9.60;;;;100.00;;0.11;2015
463;43;A10410;Sandwich Milano;;;;8.00;8.00;;;2;;;4.00;;;;0.00;0.00;8.00;;;;100.00;;0.10;2015
464;43;A10413;Sandwich Start Your Day;;;;9.00;9.00;;;2;;;4.50;;;;0.00;0.00;9.00;;;;100.00;;0.11;2015
465;43;A10414;Sandwich Ham & Cheese;;;;22.00;22.00;;;4;;;5.50;;;;0.00;0.00;22.00;;;;100.00;;0.26;2015
466;43;A10415;Sandwich Turkey;;;;27.50;27.50;;;5;;;5.50;;;;0.00;0.00;27.50;;;;100.00;;0.33;2015
467;43;A10416;Sandwich Ticinese;;;;30.00;30.00;;;5;;;6.00;;;;0.00;0.00;30.00;;;;100.00;;0.36;2015
468;43;A10426;Bagel Sandwich Ham & Cheese;;;;11.00;11.00;;;2;;;5.50;;;;0.00;0.00;11.00;;;;100.00;;0.13;2015
469;43;A10430;Bagel Sandwich Fisherman's Catch;;;;22.00;22.00;;;4;;;5.50;;;;0.00;0.00;22.00;;;;100.00;;0.26;2015
470;43;A10450;Sandwich Laugenkaiser;;;;16.00;16.00;;;4;;;4.00;;;;0.00;0.00;16.00;;;;100.00;;0.19;2015
471;43;A10451;Sandwich Bauette;;;;50.50;50.50;;;10;;;5.05;;;;0.00;0.00;50.50;;;;100.00;;0.60;2015
472;44;A10000;KÅche;;;;901.20;901.20;;;61;;;14.77;;;;0.00;0.00;901.20;;;;100.00;;7.14;2015
473;44;A10001;Favorite;;;;4'139.00;4'139.00;;;544;;;7.61;;;;0.00;0.00;4'139.00;;;;100.00;;32.78;2015
474;44;A10002;Green;;;;2'430.00;2'430.00;;;322;;;7.55;;;;0.00;0.00;2'430.00;;;;100.00;;19.25;2015
475;44;A100039;Portion Pommes;;;;44.00;44.00;;;8;;;5.50;;;;0.00;0.00;44.00;;;;100.00;;0.35;2015
476;44;A10004;Brot StÅck;;;;0.30;0.30;;;1;;;0.30;;;;0.00;0.00;0.30;;;;100.00;;0.00;2015
477;44;A10005;Menu Suppe;;;;37.50;37.50;;;25;;;1.50;;;;0.00;0.00;37.50;;;;100.00;;0.30;2015
478;44;A10006;Menu Salat;;;;272.50;272.50;;;179;;;1.52;;;;0.00;0.00;272.50;;;;100.00;;2.16;2015
479;44;A10007;Senf Mayo Ketschup;;;;9.00;9.00;;;18;;;0.50;;;;0.00;0.00;9.00;;;;100.00;;0.07;2015
480;44;A10011;Kitchen 1;;;;222.00;222.00;;;23;;;9.65;;;;0.00;0.00;222.00;;;;100.00;;1.76;2015
481;44;A10012;Kitchen 2;;;;141.00;141.00;;;13;;;10.85;;;;0.00;0.00;141.00;;;;100.00;;1.12;2015
482;44;A10013;Kitchen 3;;;;1'112.00;1'112.00;;;93;;;11.96;;;;0.00;0.00;1'112.00;;;;100.00;;8.81;2015
483;44;A10014;Kitchen 4;;;;1'134.00;1'134.00;;;90;;;12.60;;;;0.00;0.00;1'134.00;;;;100.00;;8.98;2015
484;44;A10020;Local 0;;;;899.00;899.00;;;120;;;7.49;;;;0.00;0.00;899.00;;;;100.00;;7.12;2015
485;44;A10030;Market;;;;159.50;159.50;;;24;6.85;;23.27;;;;0.00;0.00;159.50;;;;100.00;;1.26;2015
486;44;A10040;Garden;;;;249.40;249.40;;;37;10.80;;23.08;;;;0.00;0.00;249.40;;;;100.00;;1.98;2015
487;44;A10061;Frucht -.80;;;;1.60;1.60;;;2;;;0.80;;;;0.00;0.00;1.60;;;;100.00;;0.01;2015
488;44;A10063;Frucht 1.00;;;;17.00;17.00;;;17;;;1.00;;;;0.00;0.00;17.00;;;;100.00;;0.13;2015
489;44;A100700;Yogi;;;;1.60;1.60;;;1;;;1.60;;;;0.00;0.00;1.60;;;;100.00;;0.01;2015
490;44;A10072;Schichtjoghurt;;;;3.00;3.00;;;1;;;3.00;;;;0.00;0.00;3.00;;;;100.00;;0.02;2015
491;44;A10100;Gipfel;;;;7.80;7.80;;;6;;;1.30;;;;0.00;0.00;7.80;;;;100.00;;0.06;2015
492;44;A10101;Ragusa-Gipfel ;;;;5.30;5.30;;;2;;;2.65;;;;0.00;0.00;5.30;;;;100.00;;0.04;2015
493;44;A10102;Mandelgipfel ;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
494;44;A10103;Vanille-Gipfel;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.04;2015
495;44;A10110;Sonnenblumenbrîtli;;;;5.10;5.10;;;3;;;1.70;;;;0.00;0.00;5.10;;;;100.00;;0.04;2015
496;44;A10111;Schoggi Fair;;;;2.20;2.20;;;1;;;2.20;;;;0.00;0.00;2.20;;;;100.00;;0.02;2015
497;44;A10112;Maisbrîtli;;;;10.20;10.20;;;6;;;1.70;;;;0.00;0.00;10.20;;;;100.00;;0.08;2015
498;44;A10119;Studentenschnitte ;;;;12.00;12.00;;;5;;;2.40;;;;0.00;0.00;12.00;;;;100.00;;0.10;2015
499;44;A10121;Mandelschnecke ;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
500;44;A10122;Nussbrille;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
501;44;A10123;Russenzîpfli;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
502;44;A10124;Kirschenstange;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
503;44;A10126;Apfel im Schlafrock;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.04;2015
504;44;A10129;Aprikosen-Bîgli;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.04;2015
505;44;A10135;WÑhe;;;;19.50;19.50;;;5;;;3.90;;;;0.00;0.00;19.50;;;;100.00;;0.15;2015
506;44;A10144;TrockengebÑck 100g verpackt;;;;9.80;9.80;;;4;;;2.45;;;;0.00;0.00;9.80;;;;100.00;;0.08;2015
507;44;A10148;Fruchttîrtli;;;;14.40;14.40;;;6;;;2.40;;;;0.00;0.00;14.40;;;;100.00;;0.11;2015
508;44;A10163;BÅrli;;;;1.60;1.60;;;1;;;1.60;;;;0.00;0.00;1.60;;;;100.00;;0.01;2015
509;44;A10200;BirchermÅesli Classic;;;;38.40;38.40;;;12;;;3.20;;;;0.00;0.00;38.40;;;;100.00;;0.30;2015
510;44;A10410;Sandwich Milano;;;;16.00;16.00;;;4;;;4.00;;;;0.00;0.00;16.00;;;;100.00;;0.13;2015
511;44;A10413;Sandwich Start Your Day;;;;40.50;40.50;;;9;;;4.50;;;;0.00;0.00;40.50;;;;100.00;;0.32;2015
512;44;A10414;Sandwich Ham & Cheese;;;;49.50;49.50;;;9;;;5.50;;;;0.00;0.00;49.50;;;;100.00;;0.39;2015
513;44;A10415;Sandwich Turkey;;;;22.00;22.00;;;4;;;5.50;;;;0.00;0.00;22.00;;;;100.00;;0.17;2015
514;44;A10416;Sandwich Ticinese;;;;30.00;30.00;;;5;;;6.00;;;;0.00;0.00;30.00;;;;100.00;;0.24;2015
515;44;A10425;Sandwich Italien;;;;18.00;18.00;;;3;;;6.00;;;;0.00;0.00;18.00;;;;100.00;;0.14;2015
516;44;A10430;Bagel Sandwich Fisherman's Catch;;;;22.00;22.00;;;4;;;5.50;;;;0.00;0.00;22.00;;;;100.00;;0.17;2015
517;44;A10450;Sandwich Laugenkaiser;;;;8.50;8.50;;;2;;;4.25;;;;0.00;0.00;8.50;;;;100.00;;0.07;2015
518;44;A10451;Sandwich Bauette;;;;60.00;60.00;;;12;;;5.00;;;;0.00;0.00;60.00;;;;100.00;;0.48;2015
519;44;L18000;Huusbrot 1kg;;;;129.60;129.60;;;27;;;4.80;;;;0.00;0.00;129.60;;;;100.00;;1.03;2015
520;44;L18006;KÑseplatte 800g;;;;64.00;64.00;;;2;;;32.00;;;;0.00;0.00;64.00;;;;100.00;;0.51;2015
521;44;L18007;Aufschnitt- / Wurstplatte 800g;;;;56.00;56.00;;;2;;;28.00;;;;0.00;0.00;56.00;;;;100.00;;0.44;2015
522;44;L18009;Butter Portionen 10g 96Stk.;;;;24.00;24.00;;;1;;;24.00;;;;0.00;0.00;24.00;;;;100.00;;0.19;2015
523;44;L18012;Chocos Kellogs Superpack 8x600g;;;;55.00;55.00;;;1;;;55.00;;;;0.00;0.00;55.00;;;;100.00;;0.44;2015
524;44;L18013;Smacks Kellogs Superpack 8x600g;;;;41.00;41.00;;;1;;;41.00;;;;0.00;0.00;41.00;;;;100.00;;0.32;2015
525;44;L18014;Joghurt diverse Sorten 3kg;;;;62.50;62.50;;;5;;;12.50;;;;0.00;0.00;62.50;;;;100.00;;0.50;2015
526;45;A10000;KÅche;;;;103.00;103.00;;;15;;;6.87;;;;0.00;0.00;103.00;;;;100.00;;1.00;2015
527;45;A10001;Favorite;;;;3'110.00;3'110.00;;;404;;;7.70;;;;0.00;0.00;3'110.00;;;;100.00;;30.16;2015
528;45;A10002;Green;;;;2'600.00;2'600.00;;;345;;;7.54;;;;0.00;0.00;2'600.00;;;;100.00;;25.21;2015
529;45;A10004;Brot StÅck;;;;0.30;0.30;;;1;;;0.30;;;;0.00;0.00;0.30;;;;100.00;;0.00;2015
530;45;A10005;Menu Suppe;;;;37.50;37.50;;;25;;;1.50;;;;0.00;0.00;37.50;;;;100.00;;0.36;2015
531;45;A10006;Menu Salat;;;;316.00;316.00;;;206;;;1.53;;;;0.00;0.00;316.00;;;;100.00;;3.06;2015
532;45;A10007;Senf Mayo Ketschup;;;;3.50;3.50;;;7;;;0.50;;;;0.00;0.00;3.50;;;;100.00;;0.03;2015
533;45;A10011;Kitchen 1;;;;683.00;683.00;;;70;;;9.76;;;;0.00;0.00;683.00;;;;100.00;;6.62;2015
534;45;A10013;Kitchen 3;;;;382.00;382.00;;;32;;;11.94;;;;0.00;0.00;382.00;;;;100.00;;3.70;2015
535;45;A10014;Kitchen 4;;;;519.00;519.00;;;41;;;12.66;;;;0.00;0.00;519.00;;;;100.00;;5.03;2015
536;45;A10020;Local 0;;;;1'596.00;1'596.00;;;212;;;7.53;;;;0.00;0.00;1'596.00;;;;100.00;;15.48;2015
537;45;A10030;Market;;;;248.30;248.30;;;35;10.75;;23.10;;;;0.00;0.00;248.30;;;;100.00;;2.41;2015
538;45;A10040;Garden;;;;257.20;257.20;;;34;11.01;;23.36;;;;0.00;0.00;257.20;;;;100.00;;2.49;2015
539;45;A10061;Frucht -.80;;;;2.40;2.40;;;3;;;0.80;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
540;45;A10063;Frucht 1.00;;;;5.00;5.00;;;5;;;1.00;;;;0.00;0.00;5.00;;;;100.00;;0.05;2015
541;45;A10070;Yogurt 150g;;;;2.10;2.10;;;1;;;2.10;;;;0.00;0.00;2.10;;;;100.00;;0.02;2015
542;45;A100700;Yogi;;;;1.60;1.60;;;1;;;1.60;;;;0.00;0.00;1.60;;;;100.00;;0.02;2015
543;45;A10072;Schichtjoghurt;;;;9.00;9.00;;;3;;;3.00;;;;0.00;0.00;9.00;;;;100.00;;0.09;2015
544;45;A10073;SaisonfrÅchte geschnitten;;;;14.00;14.00;;;4;;;3.50;;;;0.00;0.00;14.00;;;;100.00;;0.14;2015
545;45;A10074;Milchreis;;;;2.30;2.30;;;1;;;2.30;;;;0.00;0.00;2.30;;;;100.00;;0.02;2015
546;45;A10100;Gipfel;;;;1.30;1.30;;;1;;;1.30;;;;0.00;0.00;1.30;;;;100.00;;0.01;2015
547;45;A10101;Ragusa-Gipfel ;;;;19.70;19.70;;;8;;;2.46;;;;0.00;0.00;19.70;;;;100.00;;0.19;2015
548;45;A10103;Vanille-Gipfel;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.05;2015
549;45;A10111;Schoggi Fair;;;;2.20;2.20;;;1;;;2.20;;;;0.00;0.00;2.20;;;;100.00;;0.02;2015
550;45;A10114;Fitnessbrîtli ;;;;1.70;1.70;;;1;;;1.70;;;;0.00;0.00;1.70;;;;100.00;;0.02;2015
551;45;A10119;Studentenschnitte ;;;;2.90;2.90;;;1;;;2.90;;;;0.00;0.00;2.90;;;;100.00;;0.03;2015
552;45;A10121;Mandelschnecke ;;;;5.30;5.30;;;2;;;2.65;;;;0.00;0.00;5.30;;;;100.00;;0.05;2015
553;45;A10122;Nussbrille;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
554;45;A10123;Russenzîpfli;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
555;45;A10126;Apfel im Schlafrock;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
556;45;A10127;Aprikosenplunder;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
557;45;A10128;Aprikosenjalousie;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
558;45;A10130;Vanillekreuz;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
559;45;A10131;Vanille/Apfelstange;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
560;45;A10135;WÑhe;;;;31.20;31.20;;;8;;;3.90;;;;0.00;0.00;31.20;;;;100.00;;0.30;2015
561;45;A10144;TrockengebÑck 100g verpackt;;;;15.90;15.90;;;7;;;2.27;;;;0.00;0.00;15.90;;;;100.00;;0.15;2015
562;45;A10148;Fruchttîrtli;;;;7.20;7.20;;;3;;;2.40;;;;0.00;0.00;7.20;;;;100.00;;0.07;2015
563;45;A10200;BirchermÅesli Classic;;;;26.10;26.10;;;8;;;3.26;;;;0.00;0.00;26.10;;;;100.00;;0.25;2015
564;45;A10410;Sandwich Milano;;;;32.00;32.00;;;8;;;4.00;;;;0.00;0.00;32.00;;;;100.00;;0.31;2015
565;45;A10411;Sandwich Power Ham;;;;12.00;12.00;;;3;;;4.00;;;;0.00;0.00;12.00;;;;100.00;;0.12;2015
566;45;A10413;Sandwich Start Your Day;;;;9.50;9.50;;;2;;;4.75;;;;0.00;0.00;9.50;;;;100.00;;0.09;2015
567;45;A10414;Sandwich Ham & Cheese;;;;33.50;33.50;;;6;;;5.58;;;;0.00;0.00;33.50;;;;100.00;;0.32;2015
568;45;A10415;Sandwich Turkey;;;;44.50;44.50;;;8;;;5.56;;;;0.00;0.00;44.50;;;;100.00;;0.43;2015
569;45;A10416;Sandwich Ticinese;;;;37.50;37.50;;;6;;;6.25;;;;0.00;0.00;37.50;;;;100.00;;0.36;2015
570;45;A10425;Sandwich Italien;;;;12.50;12.50;;;2;;;6.25;;;;0.00;0.00;12.50;;;;100.00;;0.12;2015
571;45;A10430;Bagel Sandwich Fisherman's Catch;;;;17.00;17.00;;;3;;;5.67;;;;0.00;0.00;17.00;;;;100.00;;0.16;2015
572;45;A10438;FB Sandwich Ham & Co;;;;16.50;16.50;;;3;;;5.50;;;;0.00;0.00;16.50;;;;100.00;;0.16;2015
573;45;A10441;FB Sandwich Ham & Cheese;;;;11.00;11.00;;;2;;;5.50;;;;0.00;0.00;11.00;;;;100.00;;0.11;2015
574;45;A10442;FB Sandwich Neptun;;;;16.50;16.50;;;3;;;5.50;;;;0.00;0.00;16.50;;;;100.00;;0.16;2015
575;45;A10450;Sandwich Laugenkaiser;;;;8.00;8.00;;;2;;;4.00;;;;0.00;0.00;8.00;;;;100.00;;0.08;2015
576;45;A10451;Sandwich Bauette;;;;35.50;35.50;;;7;;;5.07;;;;0.00;0.00;35.50;;;;100.00;;0.34;2015
577;46;A10000;KÅche;;;;132.90;132.90;;;37;;;3.59;;;;0.00;0.00;132.90;;;;100.00;;1.17;2015
578;46;A10001;Favorite;;;;4'342.00;4'342.00;;;555;;;7.82;;;;0.00;0.00;4'342.00;;;;100.00;;38.08;2015
579;46;A10002;Green;;;;2'740.00;2'740.00;;;354;;;7.74;;;;0.00;0.00;2'740.00;;;;100.00;;24.03;2015
580;46;A10003;nur Fleisch Favorite;;;;6.00;6.00;;;1;;;6.00;;;;0.00;0.00;6.00;;;;100.00;;0.05;2015
581;46;A100039;Portion Pommes;;;;13.00;13.00;;;2;;;6.50;;;;0.00;0.00;13.00;;;;100.00;;0.11;2015
582;46;A10004;Brot StÅck;;;;0.60;0.60;;;2;;;0.30;;;;0.00;0.00;0.60;;;;100.00;;0.01;2015
583;46;A10005;Menu Suppe;;;;54.00;54.00;;;36;;;1.50;;;;0.00;0.00;54.00;;;;100.00;;0.47;2015
584;46;A10006;Menu Salat;;;;324.00;324.00;;;200;;;1.62;;;;0.00;0.00;324.00;;;;100.00;;2.84;2015
585;46;A10007;Senf Mayo Ketschup;;;;1.50;1.50;;;3;;;0.50;;;;0.00;0.00;1.50;;;;100.00;;0.01;2015
586;46;A10011;Kitchen 1;;;;311.00;311.00;;;31;;;10.03;;;;0.00;0.00;311.00;;;;100.00;;2.73;2015
587;46;A10012;Kitchen 2;;;;598.00;598.00;;;55;;;10.87;;;;0.00;0.00;598.00;;;;100.00;;5.24;2015
588;46;A10013;Kitchen 3;;;;340.00;340.00;;;29;;;11.72;;;;0.00;0.00;340.00;;;;100.00;;2.98;2015
589;46;A10014;Kitchen 4;;;;612.00;612.00;;;47;;;13.02;;;;0.00;0.00;612.00;;;;100.00;;5.37;2015
590;46;A10020;Local 0;;;;1'114.00;1'114.00;;;145;;;7.68;;;;0.00;0.00;1'114.00;;;;100.00;;9.77;2015
591;46;A10030;Market;;;;217.80;217.80;;;29;9.38;;23.23;;;;0.00;0.00;217.80;;;;100.00;;1.91;2015
592;46;A10040;Garden;;;;216.00;216.00;;;32;9.34;;23.12;;;;0.00;0.00;216.00;;;;100.00;;1.89;2015
593;46;A10061;Frucht -.80;;;;3.20;3.20;;;4;;;0.80;;;;0.00;0.00;3.20;;;;100.00;;0.03;2015
594;46;A10063;Frucht 1.00;;;;8.00;8.00;;;8;;;1.00;;;;0.00;0.00;8.00;;;;100.00;;0.07;2015
595;46;A100700;Yogi;;;;1.60;1.60;;;1;;;1.60;;;;0.00;0.00;1.60;;;;100.00;;0.01;2015
596;46;A10073;SaisonfrÅchte geschnitten;;;;14.00;14.00;;;4;;;3.50;;;;0.00;0.00;14.00;;;;100.00;;0.12;2015
597;46;A10101;Ragusa-Gipfel ;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
598;46;A10103;Vanille-Gipfel;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
